# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2286.12  1.395186259054913e-20  1.2801157738303702e-20
2286.14  1.407148738366223e-20  1.2901993380136375e-20
2286.16  1.3552896676894375e-20  1.2363948014788725e-20
2286.18  1.2429842023928626e-20  1.1224478310163614e-20
2286.2  1.1094345024978735e-20  9.876851604722487e-21
2286.22  9.81090746675651e-21  8.584047746816633e-21
2286.24  8.739968736157929e-21  7.504766362069132e-21
2286.26  7.978557560393586e-21  6.7340974083192124e-21
2286.28  7.529047635904398e-21  6.276391230960866e-21
2286.3  7.345669973824457e-21  6.085244224103738e-21
2286.32  7.355652461455511e-21  6.088175840962784e-21
2286.34  7.465710990244453e-21  6.1921374819992766e-21
2286.36  7.585694407864986e-21  6.3071300802176134e-21
2286.38  7.594161781168547e-21  6.31168116523396e-21
2286.4  7.36914689597782e-21  6.082910093210283e-21
2286.42  6.991531977148468e-21  5.700403936449428e-21
2286.44  6.657298801187682e-21  5.359993103205197e-21
2286.46  6.452466513262308e-21  5.1483644975960456e-21
2286.48  6.34528380694197e-21  5.034258117761897e-21
2286.5  6.282089986655614e-21  4.964062197415172e-21
2286.52  6.2646187511979984e-21  4.938986116140654e-21
2286.54  6.322272164095798e-21  4.988386815760603e-21
2286.56  6.457406260759047e-21  5.114630196898035e-21
2286.58  6.656863023459425e-21  5.304938282104376e-21
2286.6  6.931824757931246e-21  5.570520907740254e-21
2286.62  7.317889879941165e-21  5.9471787131443715e-21
2286.64  7.850738188504827e-21  6.47051398412293e-21
2286.66  8.56161600036712e-21  7.171689636047949e-21
2286.68  9.477990119650806e-21  8.078118783248096e-21
2286.7  1.0628774269930469e-20  9.218534476095343e-21
2286.72  1.207694633040528e-20  1.0655514561716938e-20
2286.74  1.392446746881702e-20  1.2490550511619688e-20
2286.76  1.628249046619481e-20  1.483403914413972e-20
2286.78  1.927898798815188e-20  1.781261751040477e-20
2286.8  2.2975447072327022e-20  2.1486510258495142e-20
2286.82  2.729100170802261e-20  2.577546085395648e-20
2286.84  3.245729631405648e-20  3.0915519788576085e-20
2286.86  3.947094005469638e-20  3.7910113255911405e-20
2286.88  4.920272283966921e-20  4.764010045583061e-20
2286.9  6.023748904063517e-20  5.870316295384722e-20
2286.92  6.701894687566294e-20  6.554618394531208e-20
2286.94  6.372946358783728e-20  6.232453720456362e-20
2286.96  5.287601005424181e-20  5.1508789826956774e-20
2286.98  4.162646508660329e-20  4.026201485085104e-20
2287.0  3.336376951627891e-20  3.1982242542130333e-20
2287.02  2.8173261317771526e-20  2.6766766710646692e-20
2287.04  2.5326912220932546e-20  2.3893463702544174e-20
2287.06  2.4125421484648952e-20  2.266590754093983e-20
2287.08  2.389677091138503e-20  2.2413267097563246e-20
2287.1  2.404228911378146e-20  2.2535451568352614e-20
2287.12  2.446903520168972e-20  2.2936371189714823e-20
2287.14  2.5591122553006938e-20  2.4029197893085453e-20
2287.16  2.7841027199903625e-20  2.6248412864906072e-20
2287.18  3.1517492298856095e-20  2.98959266950108e-20
2287.2  3.683397866515095e-20  3.519057428795075e-20
2287.22  4.386231179016521e-20  4.221285196590309e-20
2287.24  5.237513535057889e-20  5.074872729721789e-20
2287.26  6.151377130028471e-20  5.995700530599031e-20
2287.28  6.910092731079094e-20  6.767307140494788e-20
2287.3  7.194756152415221e-20  7.069393658625638e-20
2287.32  6.84611703000449e-20  6.737991635876921e-20
2287.34  6.048180442361814e-20  5.952504043359236e-20
2287.36  5.136608504556433e-20  5.047383544677741e-20
2287.38  4.3442574479322165e-20  4.256872915490271e-20
2287.4  3.754778412637905e-20  3.6664617380184726e-20
2287.42  3.3569744858689437e-20  3.2662407358095757e-20
2287.44  3.082259965701663e-20  2.988349223247281e-20
2287.46  2.832557692067913e-20  2.735280804943647e-20
2287.48  2.5382377226096835e-20  2.437937833180737e-20
2287.5  2.2037946120432736e-20  2.1009636716390243e-20
2287.52  1.8834902693869166e-20  1.7784220141200324e-20
2287.54  1.620190204310495e-20  1.5130280583833432e-20
2287.56  1.4221222996564426e-20  1.3129934349789831e-20
2287.58  1.2795792946197155e-20  1.1743045880497894e-20
2287.6  1.1771680240829887e-20  1.0702085343037805e-20
2287.62  1.1025554765655909e-20  9.940317601306815e-21
2287.64  1.0466441414717839e-20  9.366636204916453e-21
2287.66  1.0034407797130878e-20  8.920457144394042e-21
2287.68  9.714558685712223e-21  8.587026925566253e-21
2287.7  9.525222813483865e-21  8.384536309525646e-21
2287.72  9.483149956989393e-21  8.329834476267096e-21
2287.74  9.626662653388708e-21  8.460709482958909e-21
2287.76  1.003879962096595e-20  8.860088836013113e-21
2287.78  1.082941930951782e-20  9.637936235154065e-21
2287.8  1.2141698130500412e-20  1.093783616015055e-20
2287.82  1.4163441572221303e-20  1.2948600811864533e-20
2287.84  1.704634532241762e-20  1.582425311172935e-20
2287.86  2.054343368546895e-20  1.9322068510108075e-20
2287.88  2.3349142428985053e-20  2.214018834684541e-20
2287.9  2.351845511805571e-20  2.2328869665207447e-20
2287.92  2.0970576975202432e-20  1.9794698289665642e-20
2287.94  1.7630154748723287e-20  1.645665798956734e-20
2287.96  1.4902099487611022e-20  1.3722928778048867e-20
2287.98  1.3112910262492371e-20  1.1924383442758356e-20
2288.0  1.2166299831003686e-20  1.0967171738587723e-20
2288.02  1.1933765527589951e-20  1.0723848444403437e-20
2288.04  1.2356380088393291e-20  1.1136063013102496e-20
2288.06  1.341635015964556e-20  1.2185738661645993e-20
2288.08  1.4982413565967134e-20  1.3741748567599802e-20
2288.1  1.6511966535979083e-20  1.5261296661660595e-20
2288.12  1.7024673979440536e-20  1.5763582550451572e-20
2288.14  1.6066152212710315e-20  1.4793923802771297e-20
2288.16  1.4350680593735878e-20  1.3067192921744205e-20
2288.18  1.2775547826534178e-20  1.1481355010815625e-20
2288.2  1.1708497841379983e-20  1.0404437320929692e-20
2288.22  1.1131966704706419e-20  9.819255682605215e-21
2288.24  1.08396798923144e-20  9.519994158533674e-21
2288.26  1.0542424277414381e-20  9.216999147117983e-21
2288.28  1.0111028949106126e-20  8.77953047880286e-21
2288.3  9.682119139458622e-21  8.343948946085181e-21
2288.32  9.424861107311562e-21  8.077253197750858e-21
2288.34  9.402764941596975e-21  8.044743385800681e-21
2288.36  9.595265231921673e-21  8.226394185023546e-21
2288.38  9.947063035836449e-21  8.56711427123922e-21
2288.4  1.0433862289825026e-20  9.042460997162262e-21
2288.42  1.110208031841852e-20  9.698845104901275e-21
2288.44  1.197659823854311e-20  1.0561736124760044e-20
2288.46  1.2924357559640173e-20  1.1498741084495544e-20
2288.48  1.3700344096483335e-20  1.226416432828926e-20
2288.5  1.4284082636567877e-20  1.2835410194367703e-20
2288.52  1.4948074492975956e-20  1.3483734738917892e-20
2288.54  1.5948968725828322e-20  1.4466040423169594e-20
2288.56  1.7427895159901745e-20  1.5924142490677404e-20
2288.58  1.9476454992891197e-20  1.7950170880820245e-20
2288.6  2.2195729078295108e-20  2.064540072834379e-20
2288.62  2.5761865456490376e-20  2.4185975836108324e-20
2288.64  3.0463148685669816e-20  2.886076843494628e-20
2288.66  3.6666555657439055e-20  3.5037663369084776e-20
2288.68  4.4831383416299654e-20  4.3178731172313584e-20
2288.7  5.545676107114648e-20  5.378812430523502e-20
2288.72  6.860065998966102e-20  6.693538909514082e-20
2288.74  8.297825482669505e-20  8.135562129745176e-20
2288.76  9.525045750372364e-20  9.373140883271642e-20
2288.78  1.0064172760517994e-19  9.92843905954679e-20
2288.8  9.624659965893851e-20  9.50633470684362e-20
2288.82  8.43337546068394e-20  8.328171091373812e-20
2288.84  7.006225507598186e-20  6.907902313051616e-20
2288.86  5.716120389532016e-20  5.619687425933158e-20
2288.88  4.6946819678274706e-20  4.5971805752168853e-20
2288.9  3.938594659423529e-20  3.8385483828176165e-20
2288.92  3.403217241202937e-20  3.299991976584689e-20
2288.94  3.043867758155595e-20  2.937247194481232e-20
2288.96  2.8287791463582e-20  2.7187356640838065e-20
2288.98  2.7425749909471756e-20  2.6291713206659134e-20
2289.0  2.786836155482759e-20  2.6703444774332405e-20
2289.02  2.9772028333028835e-20  2.857756776587619e-20
2289.04  3.331453104371405e-20  3.209641092547402e-20
2289.06  3.825247303683729e-20  3.7022584039144227e-20
2289.08  4.3127152262299686e-20  4.190291172291988e-20
2289.1  4.569216974033482e-20  4.4485434368566434e-20
2289.12  4.5729339251407804e-20  4.453559419680868e-20
2289.14  4.537727887483134e-20  4.418289788987147e-20
2289.16  4.686863758453013e-20  4.566160478548943e-20
2289.18  5.1957929166604196e-20  5.0733961229482914e-20
2289.2  6.161882988470077e-20  6.038783329331703e-20
2289.22  7.42598681974762e-20  7.305309366553078e-20
2289.24  8.26752532953212e-20  8.153673725559697e-20
2289.26  7.857593378149086e-20  7.752087450834109e-20
2289.28  6.495188577656182e-20  6.394761173564579e-20
2289.3  5.0727617342579764e-20  4.9733993023905055e-20
2289.32  3.9995056646720725e-20  3.898931133431883e-20
2289.34  3.284344165537413e-20  3.181594320449381e-20
2289.36  2.830745229640736e-20  2.7253547167734945e-20
2289.38  2.5286548388948527e-20  2.420292326821444e-20
2289.4  2.2757409859716784e-20  2.1643028539631436e-20
2289.42  2.028413293738533e-20  1.914192026737221e-20
2289.44  1.8102530471346036e-20  1.6937815593670306e-20
2289.46  1.651349667874254e-20  1.5330986465343482e-20
2289.48  1.560316609710661e-20  1.440636779441534e-20
2289.5  1.530195456633309e-20  1.4094194026040187e-20
2289.52  1.535015794118578e-20  1.4135557523003476e-20
2289.54  1.5227749920209555e-20  1.4010430419731534e-20
2289.56  1.4505616106658145e-20  1.3286771666894729e-20
2289.58  1.3354449787952512e-20  1.2131727215005195e-20
2289.6  1.2192899258111475e-20  1.0963311162531589e-20
2289.62  1.1219888249330886e-20  9.981403027837883e-21
2289.64  1.0483398049606512e-20  9.234847480012154e-21
2289.66  9.982146190709485e-21  8.72525827018735e-21
2289.68  9.680796228546441e-21  8.413126941821439e-21
2289.7  9.538848052703567e-21  8.260326756230805e-21
2289.72  9.527311561262603e-21  8.237846654986355e-21
2289.74  9.634148367582827e-21  8.333613100677436e-21
2289.76  9.857727407086703e-21  8.545945714285333e-21
2289.78  1.0195294172516461e-20  8.872014999394379e-21
2289.8  1.0642063687767812e-20  9.30719886959884e-21
2289.82  1.1210491430521604e-20  9.863556400862027e-21
2289.84  1.1941214195525948e-20  1.0581949884134838e-20
2289.86  1.2889544309874444e-20  1.1517227044823235e-20
2289.88  1.4121371489923433e-20  1.2735175026902935e-20
2289.9  1.5727907297246474e-20  1.432668716361636e-20
2289.92  1.78440754393624e-20  1.6397738466178738e-20
2289.94  2.064130222470035e-20  1.9176118726446594e-20
2289.96  2.4310732308485194e-20  2.2823251706086563e-20
2289.98  2.894112061513474e-20  2.742672358604843e-20
2290.0  3.443619687585002e-20  3.28918736059401e-20
2290.02  4.070670226509818e-20  3.9136791452863037e-20
2290.04  4.7520457789571727e-20  4.5939851766341525e-20
2290.06  5.337022670421941e-20  5.1798020753967644e-20
2290.08  5.64025320975454e-20  5.484608119718369e-20
2290.1  5.777663819027606e-20  5.622588256055974e-20
2290.12  6.049110804372858e-20  5.893387301950947e-20
2290.14  6.613736165251958e-20  6.457039855678899e-20
2290.16  7.511002397226143e-20  7.353828753091823e-20
2290.18  8.774801038918666e-20  8.618604036743166e-20
2290.2  1.0340394726882619e-19  1.0188352153152817e-19
2290.22  1.183217512610411e-19  1.1689312881581018e-19
2290.24  1.2552186024846002e-19  1.2423275496460217e-19
2290.26  1.200270775275138e-19  1.1888609872554509e-19
2290.28  1.0439068857123655e-19  1.03359373439208e-19
2290.3  8.545584896518829e-20  8.447978170600123e-20
2290.32  6.823305683504715e-20  6.72697889643995e-20
2290.34  5.44869365254611e-20  5.3514557773217593e-20
2290.36  4.411631972285265e-20  4.3121477015010545e-20
2290.38  3.6449805287178455e-20  3.5428938876789606e-20
2290.4  3.0817175182665783e-20  2.976984762334139e-20
2290.42  2.6705105431447428e-20  2.5632643672144732e-20
2290.44  2.3757227999222974e-20  2.2661691607968575e-20
2290.46  2.172803224553456e-20  2.061195414509962e-20
2290.48  2.042893697059285e-20  1.929536233040341e-20
2290.5  1.9679640825801745e-20  1.8532041140832815e-20
2290.52  1.9205824536570847e-20  1.8048282967394728e-20
2290.54  1.8603016945219515e-20  1.7438751458784742e-20
2290.56  1.7728806351027413e-20  1.6557839833343083e-20
2290.58  1.6899924803927793e-20  1.5719518886466586e-20
2290.6  1.6424498343172875e-20  1.523093704556607e-20
2290.62  1.6241287408539824e-20  1.5030368335087346e-20
2290.64  1.590257938724894e-20  1.467066714665402e-20
2290.66  1.499293362684725e-20  1.3739805564602988e-20
2290.68  1.365205775944801e-20  1.2381275726494573e-20
2290.7  1.2313945826692007e-20  1.1029613209799527e-20
2290.72  1.122540281841226e-20  9.9301672691147e-21
2290.74  1.0416079188610878e-20  9.111276266055258e-21
2290.76  9.835754258774344e-21  8.521971730007222e-21
2290.78  9.432273847435442e-21  8.109683095461899e-21
2290.8  9.16597983980933e-21  7.834524201566948e-21
2290.82  9.003742606211409e-21  7.6632952072771e-21
2290.84  8.922346445864585e-21  7.572836038402798e-21
2290.86  8.913040715816936e-21  7.554433115748882e-21
2290.88  8.975169841241366e-21  7.607355434312656e-21
2290.9  9.113836942094907e-21  7.736583927610728e-21
2290.92  9.340238413256047e-21  7.953222510898788e-21
2290.94  9.669352428589756e-21  8.272376429750037e-21
2290.96  1.0120590655013196e-20  8.713043446562425e-21
2290.98  1.0722365026560153e-20  9.30689361733197e-21
2291.0  1.1509473964092563e-20  1.0082655709033884e-20
2291.02  1.2520633899497624e-20  1.1082057872841577e-20
2291.04  1.378044461363122e-20  1.2329832657814072e-20
2291.06  1.531547607155876e-20  1.385261589392962e-20
2291.08  1.7235276409920077e-20  1.575979812644923e-20
2291.1  1.9731828796307702e-20  1.8244257851155174e-20
2291.12  2.2870058713502717e-20  2.137288659676042e-20
2291.14  2.638097054660527e-20  2.487802443591822e-20
2291.16  2.999791024288548e-20  2.849084532027667e-20
2291.18  3.420584792647546e-20  3.269304774558757e-20
2291.2  3.981826449100633e-20  3.830041097642783e-20
2291.22  4.6476169533550413e-20  4.4962650617986045e-20
2291.24  5.1454509391256475e-20  4.9962653440011685e-20
2291.26  5.14102101237578e-20  4.9949779610370894e-20
2291.28  4.688219025698283e-20  4.544260790367841e-20
2291.3  4.130677073268704e-20  3.9868470956940425e-20
2291.32  3.7008750616032366e-20  3.5556203745015704e-20
2291.34  3.4696255198112765e-20  3.3220319567655723e-20
2291.36  3.436185057080855e-20  3.285779417554132e-20
2291.38  3.588756335924789e-20  3.4352823543535623e-20
2291.4  3.9281814416521464e-20  3.771467451047026e-20
2291.42  4.4792353816617426e-20  4.319126250581644e-20
2291.44  5.308174824217077e-20  5.144551047211093e-20
2291.46  6.534787310836347e-20  6.358351506357127e-20
2291.48  8.308372808948732e-20  8.129585755732597e-20
2291.5  1.0686828313974722e-19  1.0508688381214935e-19
2291.52  1.3229922766086147e-19  1.3058289599163357e-19
2291.54  1.4715909718466404e-19  1.4556748086818058e-19
2291.56  1.4453479406617178e-19  1.430636633566065e-19
2291.58  1.3470190733443417e-19  1.3329352426148998e-19
2291.6  1.2959760990284446e-19  1.2820489300102133e-19
2291.62  1.332621764375015e-19  1.3187054844384094e-19
2291.64  1.440272281739785e-19  1.4265172855650892e-19
2291.66  1.552454773503656e-19  1.5392412067746e-19
2291.68  1.5704791455084692e-19  1.5580884668534525e-19
2291.7  1.4433744623494623e-19  1.4318003516419488e-19
2291.72  1.221158677829276e-19  1.2100902762450847e-19
2291.74  9.876835828494216e-20  9.767660602885134e-20
2291.76  7.903035385871015e-20  7.792978091729269e-20
2291.78  6.392300434150895e-20  6.280149374648931e-20
2291.8  5.287698444735307e-20  5.172942976546257e-20
2291.82  4.4982258632977533e-20  4.380638543505518e-20
2291.84  3.9345127906658373e-20  3.8138907066184496e-20
2291.86  3.50564777254137e-20  3.381765468388129e-20
2291.88  3.131499469102813e-20  3.004341138665052e-20
2291.9  2.78649592682559e-20  2.6564274811019892e-20
2291.92  2.4913418402556575e-20  2.3588663687380415e-20
2291.94  2.2620372484133898e-20  2.1275281516427898e-20
2291.96  2.0976885459704497e-20  1.961355744966432e-20
2291.98  1.991818823158573e-20  1.8537685171145232e-20
2292.0  1.9397752378812527e-20  1.800057830318514e-20
2292.02  1.940385961664197e-20  1.7990367869931035e-20
2292.04  1.9946566435442305e-20  1.8517219408570257e-20
2292.06  2.1045561970340915e-20  1.9601239415164827e-20
2292.08  2.277014391422753e-20  2.1311498701492815e-20
2292.1  2.527664578662792e-20  2.380537078795651e-20
2292.12  2.867794690530391e-20  2.7198016878818545e-20
2292.14  3.2841096959602406e-20  3.1358851793655306e-20
2292.16  3.7573032778050536e-20  3.6095599964139815e-20
2292.18  4.2943914314699934e-20  4.1480843118670226e-20
2292.2  4.792017481897486e-20  4.648884396580225e-20
2292.22  4.9228937668202025e-20  4.7846158158715535e-20
2292.24  4.514427210095977e-20  4.3805808314510774e-20
2292.26  3.841821568528386e-20  3.7102793866741445e-20
2292.28  3.2099199558782236e-20  3.079252156893771e-20
2292.3  2.7038137208143156e-20  2.5727024283274634e-20
2292.32  2.318778109214812e-20  2.186723537227576e-20
2292.34  2.0429310705281655e-20  1.9097055349424336e-20
2292.36  1.8581890385497855e-20  1.723739562491248e-20
2292.38  1.747096295047673e-20  1.6114270145704388e-20
2292.4  1.694644674720093e-20  1.5577115685128208e-20
2292.42  1.6830846681955287e-20  1.5446869585859993e-20
2292.44  1.681811445110309e-20  1.5415886954465308e-20
2292.46  1.6513092867437165e-20  1.5090007250075164e-20
2292.48  1.5855161120969665e-20  1.4412767083826436e-20
2292.5  1.522233656916234e-20  1.3765131755396658e-20
2292.52  1.495468751797361e-20  1.3487239177963947e-20
2292.54  1.5084952913339853e-20  1.361148264482364e-20
2292.56  1.5301055226105965e-20  1.382579921164663e-20
2292.58  1.5116241888600122e-20  1.3641611972194632e-20
2292.6  1.4431468519127736e-20  1.2956337559699146e-20
2292.62  1.362835545420617e-20  1.2149331656522296e-20
2292.64  1.3029045747125993e-20  1.15435563233367e-20
2292.66  1.2715426056218708e-20  1.1222140789902132e-20
2292.68  1.2656956990808124e-20  1.115530516521496e-20
2292.7  1.2813832074814634e-20  1.1303579101107216e-20
2292.72  1.3167655371865183e-20  1.1648682543777529e-20
2292.74  1.3715176074334712e-20  1.2187391358345528e-20
2292.76  1.4461247066123943e-20  1.2924561947188637e-20
2292.78  1.541319578654679e-20  1.3867511345931237e-20
2292.8  1.6580302188102616e-20  1.5025438690683967e-20
2292.82  1.8002475129607976e-20  1.6438100502807762e-20
2292.84  1.9773899731156267e-20  1.8199590169158952e-20
2292.86  2.2022170702881665e-20  2.0437500492482126e-20
2292.88  2.4897684891199605e-20  2.3302278359337552e-20
2292.9  2.8583287599310825e-20  2.697688116722905e-20
2292.92  3.3302810732859925e-20  3.16852467693981e-20
2292.94  3.936981193119878e-20  3.7744214427097135e-20
2292.96  4.7337871830432456e-20  4.558823595760804e-20
2292.98  5.804164079743007e-20  5.627925447278582e-20
2293.0  7.256826150753488e-20  7.079346262691384e-20
2293.02  9.191168698936505e-20  9.012654751114124e-20
2293.04  1.1608011621406374e-19  1.142896544761482e-19
2293.06  1.4185337322071913e-19  1.4006770732940854e-19
2293.08  1.6061752900498788e-19  1.5885218932805916e-19
2293.1  1.6260075916167833e-19  1.6086872195249978e-19
2293.12  1.473244316859075e-19  1.4562635899687096e-19
2293.14  1.237593487863858e-19  1.2208544012503367e-19
2293.16  1.0036864286620647e-19  9.870475464159644e-20
2293.18  8.116566855700007e-20  7.949753874213646e-20
2293.2  6.703303278893722e-20  6.535086787361227e-20
2293.22  5.741720946942206e-20  5.571642558416438e-20
2293.24  5.1423049281624304e-20  4.970275349868037e-20
2293.26  4.817128865300398e-20  4.643333523127555e-20
2293.28  4.687895150919937e-20  4.5126058286677076e-20
2293.3  4.725188563825924e-20  4.5485850447118224e-20
2293.32  4.969901976958246e-20  4.7923535623445024e-20
2293.34  5.447146994645963e-20  5.269925918310936e-20
2293.36  6.007106983661204e-20  5.8328715085478e-20
2293.38  6.234149433756763e-20  6.06578925358859e-20
2293.4  5.813062384823903e-20  5.650759635903022e-20
2293.42  4.986552492522897e-20  4.8274824740496823e-20
2293.44  4.1769016680469276e-20  4.018081796780445e-20
2293.46  3.5681526128250746e-20  3.4078607069984734e-20
2293.48  3.1683277321380404e-20  3.00582465429074e-20
2293.5  2.9405534215265734e-20  2.775592568994106e-20
2293.52  2.8535814130883533e-20  2.6861384838053554e-20
2293.54  2.8896619999497636e-20  2.719848435484882e-20
2293.56  3.03423969524253e-20  2.862705605666806e-20
2293.58  3.2507422078146165e-20  3.0774907363651966e-20
2293.6  3.471029577733095e-20  3.296236419954102e-20
2293.62  3.65924653078644e-20  3.482371685568087e-20
2293.64  3.858987626486335e-20  3.678968733812908e-20
2293.66  4.143091422487432e-20  3.9591346612301457e-20
2293.68  4.605844679823376e-20  4.417728179716477e-20
2293.7  5.370769444893159e-20  5.1785301006553103e-20
2293.72  6.588382933439256e-20  6.392319755332391e-20
2293.74  8.443743850051044e-20  8.244961754511635e-20
2293.76  1.1079034614353776e-19  1.088077036460799e-19
2293.78  1.4213417381082776e-19  1.4022860962114218e-19
2293.8  1.6477546706955334e-19  1.6304807274259684e-19
2293.82  1.608706626803959e-19  1.5936526863625931e-19
2293.84  1.3391030039390384e-19  1.3255832300949395e-19
2293.86  1.0290614632700727e-19  1.0160939216314894e-19
2293.88  7.830596254556678e-20  7.700469387044081e-20
2293.9  6.111093401052752e-20  5.978134550117503e-20
2293.92  4.941905925115267e-20  4.8055254014647806e-20
2293.94  4.1322619066678953e-20  3.992516327753938e-20
2293.96  3.559999959978574e-20  3.417071105799562e-20
2293.98  3.1606626840987616e-20  3.0147370128744803e-20
2294.0  2.8963439635423303e-20  2.747615845567361e-20
2294.02  2.7417786351794843e-20  2.5904471799328967e-20
2294.04  2.6823915888872914e-20  2.5286627608669395e-20
2294.06  2.712860172449429e-20  2.556981614864254e-20
2294.08  2.830132343720824e-20  2.6724808349556587e-20
2294.1  3.012968684038682e-20  2.8541403299549104e-20
2294.12  3.1964432255700304e-20  3.037153825607624e-20
2294.14  3.3090218255820634e-20  3.149595707973506e-20
2294.16  3.3738085258597204e-20  3.2138795593696094e-20
2294.18  3.4861115446106996e-20  3.325051120980819e-20
2294.2  3.717268441491383e-20  3.554927633775693e-20
2294.22  4.0971571103081153e-20  3.932841581654992e-20
2294.24  4.623863388365052e-20  4.457401588851223e-20
2294.26  5.283140371586924e-20  5.1148098575855e-20
2294.28  6.10281020400894e-20  5.933479062755354e-20
2294.3  7.162372418119354e-20  6.993572356349355e-20
2294.32  8.424806938953012e-20  8.259210583671528e-20
2294.34  9.53755303151269e-20  9.378372878572774e-20
2294.36  1.01389457274384e-19  9.987073863917941e-20
2294.38  1.0497143098014187e-19  1.03500131865032e-19
2294.4  1.123436749976501e-19  1.108865165813584e-19
2294.42  1.2695637865654659e-19  1.2549090135461167e-19
2294.44  1.477230741054892e-19  1.461303117092174e-19
2294.46  1.6752156163594541e-19  1.6589645751723827e-19
2294.48  1.7432934655388686e-19  1.7266539731070766e-19
2294.5  1.6165886513242727e-19  1.5995761427218331e-19
2294.52  1.3653128304209591e-19  1.348015829521679e-19
2294.54  1.1018836148853399e-19  1.0844084547912572e-19
2294.56  8.84024384141707e-20  8.66465016340343e-20
2294.58  7.170605608231089e-20  6.99489838479004e-20
2294.6  5.874358457392958e-20  5.698820725956843e-20
2294.62  4.852369572342024e-20  4.6767904870969144e-20
2294.64  4.06264812304422e-20  3.8866854788838844e-20
2294.66  3.4663725713726993e-20  3.289802310609442e-20
2294.68  3.021207292932129e-20  2.8439268935683665e-20
2294.7  2.69167218876982e-20  2.5136468446421087e-20
2294.72  2.452921346992573e-20  2.2741461704106036e-20
2294.74  2.2892296061576354e-20  2.1097086780353597e-20
2294.76  2.187861803415786e-20  2.0075257721175714e-20
2294.78  2.128320825718635e-20  1.9470085558695667e-20
2294.8  2.073475104987795e-20  1.8913173483749386e-20
2294.82  1.9850335292320397e-20  1.8014769907801658e-20
2294.84  1.860651573851651e-20  1.6758366226486757e-20
2294.86  1.7302659277495924e-20  1.544461046311303e-20
2294.88  1.6192120771848784e-20  1.4325989707159452e-20
2294.9  1.5346889213348522e-20  1.3473426692047738e-20
2294.92  1.4744487678501022e-20  1.286371192227701e-20
2294.94  1.437435401768251e-20  1.2485820520959297e-20
2294.96  1.4254395276065595e-20  1.235751268483028e-20
2294.98  1.441169662462592e-20  1.2505933010626813e-20
2295.0  1.489031336943749e-20  1.2975318410339076e-20
2295.02  1.5763687020064512e-20  1.383952863741349e-20
2295.04  1.7125705758776775e-20  1.5193441238193376e-20
2295.06  1.9012341753538547e-20  1.7074971007442097e-20
2295.08  2.117192669987483e-20  1.9235408735260234e-20
2295.1  2.280748288229063e-20  2.0879235872054955e-20
2295.12  2.301927324951312e-20  2.1102289413173512e-20
2295.14  2.1938476380375887e-20  2.002780523086961e-20
2295.16  2.0565178966570797e-20  1.8652793601874037e-20
2295.18  1.966941531986521e-20  1.7749484913384428e-20
2295.2  1.950235516928563e-20  1.7572607733107744e-20
2295.22  1.9966532528873086e-20  1.8027727810595285e-20
2295.24  2.0663977906942325e-20  1.8718603957702063e-20
2295.26  2.1084438974655165e-20  1.9133850715226672e-20
2295.28  2.1207296832061332e-20  1.9248902923448427e-20
2295.3  2.1528777064662865e-20  1.9558280964534716e-20
2295.32  2.2478117680273696e-20  2.0491832536782417e-20
2295.34  2.428326149425989e-20  2.2278280918095e-20
2295.36  2.7115713300763364e-20  2.5088980340097987e-20
2295.38  3.1146867697234765e-20  2.909502699169761e-20
2295.4  3.655744967921629e-20  3.4478525104441926e-20
2295.42  4.373247356970268e-20  4.1630691825738564e-20
2295.44  5.327416554661349e-20  5.116927575417286e-20
2295.46  6.470316577086172e-20  6.262473993496228e-20
2295.48  7.423265688823403e-20  7.222673437328799e-20
2295.5  7.605624637245649e-20  7.414993735021517e-20
2295.52  6.986889408387383e-20  6.804137645310247e-20
2295.54  6.146877908200618e-20  5.967808310228904e-20
2295.56  5.5057218742219e-20  5.327602499113723e-20
2295.58  5.104854905775825e-20  4.9268312468113186e-20
2295.6  4.826485007889251e-20  4.648377341447689e-20
2295.62  4.6242886536445143e-20  4.4456512342680524e-20
2295.64  4.554142519840898e-20  4.3744066205864594e-20
2295.66  4.6701374656988e-20  4.488983415244155e-20
2295.68  4.9990202873919206e-20  4.816391456247296e-20
2295.7  5.567438901145092e-20  5.383416592031937e-20
2295.72  6.421707197980185e-20  6.236395411127653e-20
2295.74  7.637858728083797e-20  7.451253002830442e-20
2295.76  9.324160362586229e-20  9.135937204647195e-20
2295.78  1.1586827492819368e-19  1.1396010415321485e-19
2295.8  1.4383740626463766e-19  1.4188200783852247e-19
2295.82  1.719952087942827e-19  1.699586271652163e-19
2295.84  1.8884817691919287e-19  1.8669571321160534e-19
2295.86  1.8540565859275583e-19  1.8312769127335795e-19
2295.88  1.6696525401868945e-19  1.6458332605873842e-19
2295.9  1.4654073422737769e-19  1.4400053609183316e-19
2295.92  1.3256632441238188e-19  1.2996780074008776e-19
2295.94  1.2788958695076492e-19  1.2523822466529824e-19
2295.96  1.3332854816730472e-19  1.3062744641443618e-19
2295.98  1.501780907600659e-19  1.474407812022623e-19
2296.0  1.8014244083294567e-19  1.7740980505163392e-19
2296.02  2.2107552731215964e-19  2.184407800173976e-19
2296.04  2.576615813999843e-19  2.552779271174523e-19
2296.06  2.625572426526396e-19  2.6052930182507907e-19
2296.08  2.2915968671704495e-19  2.274323554335109e-19
