# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2309.7  1.3132662141798837e-19  1.2973334700695408e-19
2309.72  1.128418891141406e-19  1.1112061265852642e-19
2309.74  1.003782526035174e-19  9.853418618667972e-20
2309.76  9.231344391560093e-20  9.035745175178615e-20
2309.78  8.703524792144079e-20  8.498147350759607e-20
2309.8  8.257288407673868e-20  8.043515831218311e-20
2309.82  7.745235039671618e-20  7.523801933243526e-20
2309.84  7.192296112328208e-20  6.963156514398017e-20
2309.86  6.713569809035961e-20  6.476451030454999e-20
2309.88  6.379598995479712e-20  6.134399482547394e-20
2309.9  6.208240753176645e-20  5.955066257124123e-20
2309.92  6.199717314767813e-20  5.938844101583522e-20
2309.94  6.347196163792335e-20  6.079099714840927e-20
2309.96  6.612260648996589e-20  6.337688182255572e-20
2309.98  6.877251561598511e-20  6.597150423718317e-20
2310.0  6.960012765498159e-20  6.67507519862155e-20
2310.02  6.778318884085031e-20  6.488461768032758e-20
2310.04  6.454587639462609e-20  6.159103223727735e-20
2310.06  6.164646441722909e-20  5.862799675420079e-20
2310.08  6.0013651658213e-20  5.692695254279757e-20
2310.1  5.990040563199143e-20  5.674348437130638e-20
2310.12  6.136135203347444e-20  5.813435147979597e-20
2310.14  6.444401893619202e-20  6.114965537097886e-20
2310.16  6.904832904000552e-20  6.569354052428959e-20
2310.18  7.442611898606285e-20  7.10225908808657e-20
2310.2  7.886604508277044e-20  7.542567261893629e-20
2310.22  8.115221209386006e-20  7.767504893619249e-20
2310.24  8.249381077829913e-20  7.896541552386323e-20
2310.26  8.521142035537655e-20  8.161272863393934e-20
2310.28  9.082495146767914e-20  8.72201640736112e-20
2310.3  9.981480806079591e-20  9.609296774852078e-20
2310.32  1.1147080904056484e-19  1.0759077395683931e-19
2310.34  1.2335572806386915e-19  1.1927169293822213e-19
2310.36  1.3359765578370282e-19  1.2929324685938003e-19
2310.38  1.4477562913704322e-19  1.402752128102272e-19
2310.4  1.6208814491466816e-19  1.5742734482006568e-19
2310.42  1.8993993813778906e-19  1.8515222073697692e-19
2310.44  2.3146203189897366e-19  2.2659817325250287e-19
2310.46  2.864944822238426e-19  2.816601619235711e-19
2310.48  3.439911005766198e-19  3.393734241417355e-19
2310.5  3.7602645723592677e-19  3.7182594846739948e-19
2310.52  3.596244827656889e-19  3.558722478269875e-19
2310.54  3.08603349975369e-19  3.0512074753469354e-19
2310.56  2.533339001020541e-19  2.499080352933967e-19
2310.58  2.0975895438071614e-19  2.0625524600840195e-19
2310.6  1.800857512526026e-19  1.7644177606432122e-19
2310.62  1.6189368272670356e-19  1.5808777235783168e-19
2310.64  1.5222698156332276e-19  1.482577642781523e-19
2310.66  1.4805348713902408e-19  1.439297977258664e-19
2310.68  1.4593021326546055e-19  1.416620799116864e-19
2310.7  1.4337413518110759e-19  1.3896117586150375e-19
2310.72  1.4082017008162784e-19  1.362486519413936e-19
2310.74  1.402362052909373e-19  1.354878070271834e-19
2310.76  1.4290149406337258e-19  1.3795941779980779e-19
2310.78  1.4928087141027133e-19  1.4412972085397832e-19
2310.8  1.5963162510595712e-19  1.5425587163696796e-19
2310.82  1.742908797304668e-19  1.6867395234231066e-19
2310.84  1.9357700958231256e-19  1.8770091292380282e-19
2310.86  2.1743508709970237e-19  2.112795188598088e-19
2310.88  2.455345194597275e-19  2.3907352913327136e-19
2310.9  2.788644390915984e-19  2.7206170295830876e-19
2310.92  3.2114562173120465e-19  3.139542152223807e-19
2310.94  3.779934917253361e-19  3.703597365990954e-19
2310.96  4.5656203174812e-19  4.484295105048717e-19
2310.98  5.669890818505813e-19  5.583083207144101e-19
2311.0  7.242334374764615e-19  7.149880255769678e-19
2311.02  9.493344203960558e-19  9.396035415652853e-19
2311.04  1.2659355231267483e-18  1.2560328865610765e-18
2311.06  1.6775981340556201e-18  1.668323011318181e-18
2311.08  2.103531275522428e-18  2.0963644617890436e-18
2311.1  2.327018293474631e-18  2.3235566162396013e-18
2311.12  2.1750680790212853e-18  2.17551159914913e-18
2311.14  1.7700958219148875e-18  1.7730059780637414e-18
2311.16  1.3453402130900351e-18  1.3491215893696235e-18
2311.18  1.009107165356521e-18  1.0128249202277664e-18
2311.2  7.681829860001983e-19  7.714464270914573e-19
2311.22  6.000037196960665e-19  6.026982553200956e-19
2311.24  4.824014361311788e-19  4.845268354266144e-19
2311.26  3.9940508730531507e-19  4.0100114172309974e-19
2311.28  3.4046374118892815e-19  3.4157939410333324e-19
2311.3  2.9885809229372045e-19  2.9953911497684055e-19
2311.32  2.705170700171312e-19  2.7080067045041487e-19
2311.34  2.5318396659585574e-19  2.530948417981646e-19
2311.36  2.455208979581143e-19  2.4506682955290357e-19
2311.38  2.459974188869914e-19  2.451699923526777e-19
2311.4  2.528468431474693e-19  2.5164249283812807e-19
2311.42  2.669896565536996e-19  2.654426947578338e-19
2311.44  2.9328137377413958e-19  2.9154435777775117e-19
2311.46  3.3571290387494683e-19  3.338382528270283e-19
2311.48  3.8982708778977785e-19  3.880197440780854e-19
2311.5  4.334264033425148e-19  4.3195653037477287e-19
2311.52  4.339693280409044e-19  4.3300491522079803e-19
2311.54  3.868435489091798e-19  3.8628546793276984e-19
2311.56  3.215867774508438e-19  3.2119273602297986e-19
2311.58  2.6286803059285717e-19  2.6245031862649234e-19
2311.6  2.1686176387570367e-19  2.1632722988797094e-19
2311.62  1.8172062851690568e-19  1.81032160982166e-19
2311.64  1.5527916792813754e-19  1.5442499152996228e-19
2311.66  1.3601452248517397e-19  1.349954599711792e-19
2311.68  1.2255940761563222e-19  1.2138289323078996e-19
2311.7  1.136551930149725e-19  1.1233186751391378e-19
2311.72  1.0795636794655511e-19  1.0649848136852707e-19
2311.74  1.0361226547511683e-19  1.0203232218512992e-19
2311.76  9.858764192688686e-20  9.689553081963081e-20
2311.78  9.225219382406683e-20  9.04526909684687e-20
2311.8  8.57560123502226e-20  8.385037698039086e-20
2311.82  8.03826914042755e-20  7.837194846183942e-20
2311.84  7.666050385076173e-20  7.454692283226803e-20
2311.86  7.459943921794053e-20  7.238681522459525e-20
2311.88  7.39874271993091e-20  7.168070348286992e-20
2311.9  7.458750096513258e-20  7.219236077246169e-20
2311.92  7.631370576794567e-20  7.383712345888833e-20
2311.94  7.879617881980924e-20  7.624932340648721e-20
2311.96  8.053575749343955e-20  7.793294347476686e-20
2311.98  7.962797114620961e-20  7.697596575955584e-20
2312.0  7.621808961807974e-20  7.350850067501548e-20
2312.02  7.230386521882087e-20  6.952172307560695e-20
2312.04  6.934272563406781e-20  6.647642844571265e-20
2312.06  6.768122381107778e-20  6.472405091495213e-20
2312.08  6.714506233639481e-20  6.409330597442944e-20
2312.1  6.747067111449563e-20  6.43221047233271e-20
2312.12  6.8511315439412e-20  6.526432048370906e-20
2312.14  7.030191269730331e-20  6.695475374601565e-20
2312.16  7.29948089916603e-20  6.95449593838763e-20
2312.18  7.680065516680395e-20  7.324445000891976e-20
2312.2  8.200141127980004e-20  7.833404981079309e-20
2312.22  8.89939920611283e-20  8.520966940692348e-20
2312.24  9.835725158539632e-20  9.444926968290233e-20
2312.26  1.1095750664683146e-19  1.0691856803274378e-19
2312.28  1.2810456470602244e-19  1.2392742049108488e-19
2312.3  1.5176999673303509e-19  1.4744987490522953e-19
2312.32  1.8482132982703812e-19  1.8036139885746147e-19
2312.34  2.3096172899756876e-19  2.2638555873133313e-19
2312.36  2.9319595438169393e-19  2.885721095412569e-19
2312.38  3.6794425823346135e-19  3.6341939527901103e-19
2312.4  4.339702517759235e-19  4.2976175289430963e-19
2312.42  4.549374425064285e-19  4.511972247739321e-19
2312.44  4.184355180902019e-19  4.150943394386549e-19
2312.46  3.5267934126253623e-19  3.4952962870494425e-19
2312.48  2.875611429736646e-19  2.8442440198767107e-19
2312.5  2.3509973989826973e-19  2.3187117226443164e-19
2312.52  1.9686690671266508e-19  1.934954282841335e-19
2312.54  1.7077928547795584e-19  1.67244522286135e-19
2312.56  1.5404385066335511e-19  1.5040438787793592e-19
2312.58  1.4407492246017242e-19  1.4026860812400303e-19
2312.6  1.3836322733097872e-19  1.3439404220437895e-19
2312.62  1.342733698524977e-19  1.3014467535112115e-19
2312.64  1.3011132547457305e-19  1.2582310060122793e-19
2312.66  1.2619333463158585e-19  1.217417820909961e-19
2312.68  1.237452170881845e-19  1.1912446296640474e-19
2312.7  1.2351567027096783e-19  1.187191653471611e-19
2312.72  1.2571201728501742e-19  1.2073258150730719e-19
2312.74  1.3039309198430579e-19  1.2522277044423218e-19
2312.76  1.3769731096683887e-19  1.32327647903614e-19
2312.78  1.4786076177962719e-19  1.4228387091219186e-19
2312.8  1.6097172509182604e-19  1.5518224961805595e-19
2312.82  1.7633624608290405e-19  1.7033229631374282e-19
2312.84  1.9208975417425097e-19  1.8586664240127697e-19
2312.86  2.0696324980655446e-19  2.0049951261770915e-19
2312.88  2.2266933619671265e-19  2.1592383377270926e-19
2312.9  2.4249350303635375e-19  2.354179090737508e-19
2312.92  2.6914895745834814e-19  2.61695340524383e-19
2312.94  3.04928861473169e-19  2.9704801275617007e-19
2312.96  3.5258810650979254e-19  3.442257983237508e-19
2312.98  4.161115158892739e-19  4.072063434048546e-19
2313.0  5.015521569026771e-19  4.920360516305091e-19
2313.02  6.182254091911691e-19  6.080291016193816e-19
2313.04  7.804574005663258e-19  7.695273285941335e-19
2313.06  1.0096975232003536e-18  9.980399007360934e-19
2313.08  1.3350849034061713e-18  1.3228709850495039e-18
2313.1  1.784142869309586e-18  1.771933616339214e-18
2313.12  2.3399050508450594e-18  2.3290033468281437e-18
2313.14  2.8460275956531848e-18  2.8385579275769226e-18
2313.16  3.0002441971550145e-18  2.997937965317685e-18
2313.18  2.681330530984349e-18  2.683686242482569e-18
2313.2  2.134059495354641e-18  2.1389316548670508e-18
2313.22  1.6230879658012665e-18  1.6286156044029955e-18
2313.24  1.2382908990467039e-18  1.2434958868938936e-18
2313.26  9.715811265360415e-19  9.760827949136114e-19
2313.28  7.940577674706752e-19  7.977604890748418e-19
2313.3  6.818556529312497e-19  6.847830548371609e-19
2313.32  6.19757376771013e-19  6.219865852618455e-19
2313.34  5.987474884535773e-19  6.003983390139134e-19
2313.36  6.110306419701745e-19  6.1228770646415275e-19
2313.38  6.410643257966679e-19  6.422028551172537e-19
2313.4  6.557618700857563e-19  6.570879912268803e-19
2313.42  6.20238069528647e-19  6.218774750099636e-19
2313.44  5.39126660810544e-19  5.409260787659056e-19
2313.46  4.473556572062648e-19  4.490811793588121e-19
2313.48  3.6793701471621937e-19  3.694396786557574e-19
2313.5  3.05124036934493e-19  3.0634405820184313e-19
2313.52  2.5654690255503995e-19  2.574731167386025e-19
2313.54  2.1943669393596678e-19  2.200789059911751e-19
2313.56  1.9134613266079603e-19  1.9172169627134567e-19
2313.58  1.7019016825355346e-19  1.7031801066409495e-19
2313.6  1.5438395387521797e-19  1.5428216210034326e-19
2313.62  1.4283720351498318e-19  1.4252244764810232e-19
2313.64  1.34828580047481e-19  1.3431680629312666e-19
2313.66  1.2978108941081716e-19  1.2908954073499212e-19
2313.68  1.2681892167788391e-19  1.2602196880858682e-19
2313.7  1.2411987957898733e-19  1.2318922970239344e-19
2313.72  1.1939800124486907e-19  1.183523331148742e-19
2313.74  1.1221275009157821e-19  1.110553878693226e-19
2313.76  1.0429971330322601e-19  1.0302500071081364e-19
2313.78  9.707684790176257e-20  9.568027641069421e-20
2313.8  9.092766107890371e-20  8.94072111828752e-20
2313.82  8.593989231377606e-20  8.429484377347566e-20
2313.84  8.209805342637295e-20  8.032907250551648e-20
2313.86  7.925127755158617e-20  7.736001769349033e-20
2313.88  7.721372327252452e-20  7.520214293073188e-20
2313.9  7.585400515624987e-20  7.372379098191909e-20
2313.92  7.511209653542507e-20  7.286442499682572e-20
2313.94  7.497276850880734e-20  7.260825304827467e-20
2313.96  7.544373852169856e-20  7.296241418272431e-20
2313.98  7.655478767184895e-20  7.395607102377976e-20
2314.0  7.836690626189118e-20  7.564953655584596e-20
2314.02  8.098595117327029e-20  7.814792289605659e-20
2314.04  8.457755382025238e-20  8.16160418792573e-20
2314.06  8.938382384256221e-20  8.629510348944346e-20
2314.08  9.575217903607453e-20  9.253156321424323e-20
2314.1  1.0418297534424312e-19  1.0082480462313687e-19
2314.12  1.15399624372764e-19  1.1189742415562718e-19
2314.14  1.30436946922606e-19  1.2678397499788374e-19
2314.16  1.5070662597702153e-19  1.4689724371308903e-19
2314.18  1.7792814338194302e-19  1.7396068765691382e-19
2314.2  2.1382793498129711e-19  2.0970970418565727e-19
2314.22  2.600733289678531e-19  2.5582861761949663e-19
2314.24  3.190225361735448e-19  3.147098379338337e-19
2314.26  3.912344551383389e-19  3.869830059239524e-19
2314.28  4.636330077355695e-19  4.596693001952098e-19
2314.3  5.013694412238991e-19  4.979261643611747e-19
2314.32  4.771736267136301e-19  4.742735900897306e-19
2314.34  4.090899132385765e-19  4.0651352953578643e-19
2314.36  3.3420231139225507e-19  3.3169415605771e-19
2314.38  2.7234701547241307e-19  2.697400498016146e-19
2314.4  2.2629985395893895e-19  2.2350923755018204e-19
2314.42  1.9251254458261684e-19  1.8950839075372962e-19
2314.44  1.6774125390148378e-19  1.6452759591496518e-19
2314.46  1.5015655020636019e-19  1.4674842888858773e-19
2314.48  1.3840841077852994e-19  1.348193025296399e-19
2314.5  1.314332704661439e-19  1.2767371833086589e-19
2314.52  1.284139219209017e-19  1.2449392613069302e-19
2314.54  1.2837292881257695e-19  1.243049034489213e-19
2314.56  1.2946274647994052e-19  1.252617663616114e-19
2314.58  1.2911503864559295e-19  1.2479108582227564e-19
2314.6  1.2634585594548485e-19  1.2189366659079446e-19
2314.62  1.228164757750299e-19  1.182195554556867e-19
2314.64  1.2046986550008643e-19  1.1571204208564696e-19
2314.66  1.2007256255127326e-19  1.1514245317036568e-19
2314.68  1.2157593733556467e-19  1.1646592074344978e-19
2314.7  1.2457701535883328e-19  1.1928107822538446e-19
2314.72  1.2860663378432823e-19  1.2311750711349293e-19
2314.74  1.335466411702755e-19  1.2785343485433705e-19
2314.76  1.397095706770457e-19  1.3384161269097216e-19
2314.78  1.4745094655007164e-19  1.4134909326230669e-19
2314.8  1.5704959606081782e-19  1.506965609259558e-19
2314.82  1.6876850971161657e-19  1.6214505041858859e-19
2314.84  1.829436288536608e-19  1.7602786681767988e-19
2314.86  2.000352408857719e-19  1.9280190890331654e-19
2314.88  2.2067535631793863e-19  2.1309502790493836e-19
2314.9  2.4572928555728255e-19  2.377674924967848e-19
2314.92  2.763825501307908e-19  2.679987151840824e-19
2314.94  3.142689595736846e-19  3.0541519565142057e-19
2314.96  3.6166700936656697e-19  3.5228676051472423e-19
2314.98  4.2180980104410576e-19  4.1183654527346796e-19
2315.0  4.993700488685576e-19  4.887263506618388e-19
2315.02  6.012134918824257e-19  5.898114814393593e-19
2315.04  7.375532565067474e-19  7.252989452013527e-19
2315.06  9.236432219676495e-19  9.10450381268591e-19
2315.08  1.1820427009515481e-18  1.1678695832429707e-18
2315.1  1.5448322660063199e-18  1.5297712891076499e-18
2315.12  2.051021827207908e-18  2.0355034969358338e-18
2315.14  2.7189269867079724e-18  2.704108361536751e-18
2315.16  3.4549908336006842e-18  3.4431562594228492e-18
2315.18  3.946320533134151e-18  3.940283695706018e-18
2315.2  3.8625989071555545e-18  3.8633219321670165e-18
2315.22  3.313154412001268e-18  3.318681048093762e-18
2315.24  2.679669953503901e-18  2.6873749695919843e-18
2315.26  2.1644929831641555e-18  2.1728486532322945e-18
2315.28  1.7624513294415067e-18  1.7708910790548344e-18
2315.3  1.421278478217184e-18  1.4295070622355967e-18
2315.32  1.1314713919802998e-18  1.1391887637657416e-18
2315.34  9.02190506895977e-19  9.091850619486251e-19
2315.36  7.299160033079394e-19  7.361138885560471e-19
2315.38  6.024513436535851e-19  6.078786748882573e-19
2315.4  5.078055667727276e-19  5.125394618924671e-19
2315.42  4.357802171112389e-19  4.399110610872904e-19
2315.44  3.7779481369860814e-19  3.8140175085107885e-19
2315.46  3.2884553272615496e-19  3.319844547592369e-19
2315.48  2.8767034618490075e-19  2.903799070016941e-19
2315.5  2.538680649375602e-19  2.561811981457463e-19
2315.52  2.264728012077807e-19  2.2842078437780387e-19
2315.54  2.0427414330824595e-19  2.0588616888093887e-19
2315.56  1.8619574321834838e-19  1.8749831791151438e-19
2315.58  1.7139522194277203e-19  1.7241220913050684e-19
2315.6  1.5922515384658453e-19  1.5997824177313081e-19
2315.62  1.4909653895342516e-19  1.496056949904114e-19
2315.64  1.4036698840336634e-19  1.40649836922189e-19
2315.66  1.3256384912587466e-19  1.3263395579893825e-19
2315.68  1.256669516426473e-19  1.2553392062882528e-19
2315.7  1.1983855612048637e-19  1.1951023840998326e-19
2315.72  1.1511971556299094e-19  1.1460344116022683e-19
2315.74  1.114538700539743e-19  1.1075645878890945e-19
2315.76  1.0877758273720535e-19  1.0790510983418895e-19
2315.78  1.070615465073233e-19  1.0601920839332466e-19
2315.8  1.063245374885381e-19  1.0511660696211628e-19
2315.82  1.0665096479754515e-19  1.0531565471523864e-19
2315.84  1.081929783127907e-19  1.0669790227426316e-19
2315.86  1.1120160935472173e-19  1.0954845828413105e-19
2315.88  1.1599430525198838e-19  1.1418418517170855e-19
2315.9  1.228535873664369e-19  1.2088732719411097e-19
2315.92  1.3170429356816087e-19  1.2958272612440666e-19
2315.94  1.4163061950023805e-19  1.3935403831891034e-19
2315.96  1.5117712059868191e-19  1.4874280913094207e-19
2315.98  1.6022527250458591e-19  1.576248433498043e-19
2316.0  1.7074866724338431e-19  1.6796927988581133e-19
2316.02  1.8494398673394183e-19  1.819726164542451e-19
2316.04  2.0451611800512798e-19  2.0134428155530876e-19
2316.06  2.322185501169555e-19  2.288476898459074e-19
2316.08  2.7263356008786845e-19  2.6908319439771545e-19
2316.1  3.306099029424559e-19  3.269361544709288e-19
2316.12  4.068771234751885e-19  4.0320778174108734e-19
2316.14  4.879772699822894e-19  4.845402076736366e-19
2316.16  5.375810438402503e-19  5.346334628206358e-19
2316.18  5.215038335895787e-19  5.191200536807531e-19
2316.2  4.52695509014213e-19  4.506861903658567e-19
2316.22  3.7274380049790786e-19  3.70848631462318e-19
2316.24  3.0699324096825475e-19  3.0503846382476563e-19
2316.26  2.595782373614142e-19  2.574844717821703e-19
2316.28  2.250595208004439e-19  2.2279981001171264e-19
2316.3  1.969768790441821e-19  1.945429775010107e-19
2316.32  1.7283262722411604e-19  1.7022130990652879e-19
2316.34  1.5314554695429216e-19  1.503565827155695e-19
2316.36  1.3814803083759165e-19  1.3518348631384158e-19
2316.38  1.2717418211167066e-19  1.2403729910636148e-19
2316.4  1.1931266174521635e-19  1.1600680747424324e-19
2316.42  1.1378856042928425e-19  1.1031656145801803e-19
2316.44  1.1005446596063601e-19  1.0641830218609893e-19
2316.46  1.0776108767534219e-19  1.0396183109464741e-19
2316.48  1.0669193403161942e-19  1.0272983723270897e-19
2316.5  1.0671240547819251e-19  1.0258712764274817e-19
2316.52  1.077148826700042e-19  1.0342587507522024e-19
2316.54  1.0951614000186218e-19  1.050629402926854e-19
2316.56  1.1177693676223473e-19  1.0715843569555567e-19
2316.58  1.1422304407597228e-19  1.0943539408489027e-19
2316.6  1.1700622821220122e-19  1.120422070063912e-19
2316.62  1.2050982819400546e-19  1.153607270417685e-19
2316.64  1.2499669574459083e-19  1.1965359644266536e-19
2316.66  1.3060501012189815e-19  1.2505863320896445e-19
2316.68  1.3745446498789422e-19  1.3169462039057999e-19
2316.7  1.457021792048833e-19  1.3971729581571152e-19
2316.72  1.55561493808244e-19  1.4933828762675004e-19
2316.74  1.6730591805500656e-19  1.608293052845856e-19
2316.76  1.8124093903356548e-19  1.7449408663800704e-19
2316.78  1.975699275318265e-19  1.9053392224619728e-19
2316.8  2.1611590016344909e-19  2.087686141415608e-19
2316.82  2.3628939216230164e-19  2.2860393490674003e-19
2316.84  2.5782285471356903e-19  2.4979336559126563e-19
2316.86  2.812869319859797e-19  2.7284791869609237e-19
2316.88  3.077891754446237e-19  2.98898699225177e-19
2316.9  3.3917483536023653e-19  3.2978859779881324e-19
2316.92  3.7818922916513144e-19  3.682575276581469e-19
2316.94  4.28010172623026e-19  4.1747368376746335e-19
2316.96  4.922825343139571e-19  4.810699917584392e-19
2316.98  5.758067601762199e-19  5.638343258605423e-19
2317.0  6.855087954967062e-19  6.726811264621115e-19
2317.02  8.316622180844089e-19  8.178777138229984e-19
2317.04  1.0293439098395636e-18  1.0145103210515992e-18
2317.06  1.2995706614147794e-18  1.2836428258613258e-18
2317.08  1.6679106493313927e-18  1.6509677180749885e-18
2317.1  2.15649288258557e-18  2.138859236969705e-18
2317.12  2.7732202450251197e-18  2.7555894251585464e-18
2317.14  3.515452477497738e-18  3.4990588411652165e-18
2317.16  4.331586445331696e-18  4.3186633934377285e-18
2317.18  4.9519640962894315e-18  4.945744245241072e-18
2317.2  4.9360616567145895e-18  4.938485578848571e-18
2317.22  4.23912724269617e-18  4.248466305634295e-18
2317.24  3.3028896775768496e-18  3.3155639350158228e-18
2317.26  2.4822646964283193e-18  2.4955856483037996e-18
2317.28  1.868323478010765e-18  1.8809775107596025e-18
2317.3  1.4313520692652549e-18  1.442866745243586e-18
2317.32  1.1216733427638363e-18  1.1319613231970137e-18
2317.34  8.992217826289641e-19  9.083461222130113e-19
2317.36  7.363135679360803e-19  7.443850784820196e-19
2317.38  6.146059093339268e-19  6.217418236723251e-19
2317.4  5.219955002586404e-19  5.283043539662178e-19
2317.42  4.504091447701935e-19  4.559865027904926e-19
2317.44  3.94333737406688e-19  3.992622765683435e-19
2317.46  3.4981208316279325e-19  3.5416304195677756e-19
2317.48  3.1382192667423266e-19  3.1765585932304183e-19
2317.5  2.8421061171520787e-19  2.875771494322912e-19
2317.52  2.598108892506544e-19  2.627503851457126e-19
2317.54  2.400294706735327e-19  2.425763472690637e-19
2317.56  2.244207706434663e-19  2.266052113713874e-19
2317.58  2.126322519163385e-19  2.144803729136799e-19
2317.6  2.0440349503061432e-19  2.05937349470684e-19
2317.62  1.9937541265435868e-19  2.0061307030201331e-19
2317.64  1.966201035256265e-19  1.9757563621296898e-19
2317.66  1.9426447500130981e-19  1.9494777630970523e-19
2317.68  1.9031518220482003e-19  1.907323465196492e-19
2317.7  1.8430511218227826e-19  1.8446092645215347e-19
2317.72  1.773780201033174e-19  1.7727974756487156e-19
2317.74  1.712051069319487e-19  1.7086279997453335e-19
2317.76  1.671630170362651e-19  1.665859246232857e-19
2317.78  1.660476503491518e-19  1.6524162950638026e-19
2317.8  1.6831579846146131e-19  1.672831566516566e-19
2317.82  1.7446396832184366e-19  1.732042284328556e-19
2317.84  1.8530728607522201e-19  1.8381809609608845e-19
2317.86  2.0220139846195606e-19  2.0050039242028486e-19
2317.88  2.2727262375249435e-19  2.253381577167151e-19
2317.9  2.636619341381036e-19  2.6150026904872523e-19
2317.92  3.1543509407673164e-19  3.130716650769172e-19
2317.94  3.861543279514023e-19  3.8365680882159097e-19
2317.96  4.738126069690846e-19  4.713251916513948e-19
2317.98  5.604544872523456e-19  5.582147962750833e-19
2318.0  6.064644303437293e-19  6.047186052373808e-19
2318.02  5.794339549377413e-19  5.782321735311407e-19
2318.04  4.970513238391393e-19  4.961898204476896e-19
2318.06  4.0355876004791334e-19  4.0277330693496766e-19
2318.08  3.247331270375927e-19  3.238466415734685e-19
2318.1  2.6533118971190005e-19  2.6426107927940517e-19
2318.12  2.222159310152956e-19  2.2093528214895205e-19
2318.14  1.9117109646216604e-19  1.8967706203453443e-19
2318.16  1.6870490591168304e-19  1.670030425057869e-19
2318.18  1.5229415389478558e-19  1.5039226089900284e-19
2318.2  1.402118421777726e-19  1.3811763379175219e-19
2318.22  1.3129398713987329e-19  1.290142478648359e-19
2318.24  1.247523304456918e-19  1.222927678953785e-19
2318.26  1.2004895909823679e-19  1.174144186153609e-19
2318.28  1.1682095260537166e-19  1.1401564190351107e-19
2318.3  1.148325371812663e-19  1.118599751815229e-19
2318.32  1.139443428939218e-19  1.1080716713567391e-19
2318.34  1.1408556808388844e-19  1.1078566062673643e-19
2318.36  1.1518053484330436e-19  1.1171956878142895e-19
2318.38  1.1702100769184797e-19  1.1340055080923524e-19
2318.4  1.1932189397113964e-19  1.1554176979010857e-19
2318.42  1.221334595951377e-19  1.1818982231164653e-19
2318.44  1.2589642622119327e-19  1.2178242923028372e-19
2318.46  1.3091447654583959e-19  1.2662135154585758e-19
2318.48  1.3694288640450188e-19  1.3245929501463586e-19
2318.5  1.4298497189649098e-19  1.3829679726087688e-19
2318.52  1.476498235771009e-19  1.4274315929935766e-19
2318.54  1.5039961028866868e-19  1.452657352266963e-19
2318.56  1.521858526395091e-19  1.4682223074791204e-19
2318.58  1.5448424760117e-19  1.488899290089883e-19
2318.6  1.5827556983193794e-19  1.5244670894643808e-19
2318.62  1.639608037167765e-19  1.5788940696038428e-19
2318.64  1.716867505012636e-19  1.653612273318512e-19
2318.66  1.8159916984500273e-19  1.750050712107184e-19
2318.68  1.9396182841859097e-19  1.870822455107513e-19
2318.7  2.092084399995203e-19  2.0202413360573127e-19
2318.72  2.2796974275284247e-19  2.204592654012622e-19
2318.74  2.5105289858498803e-19  2.4319298803787967e-19
2318.76  2.792733087889875e-19  2.7103969660680406e-19
2318.78  3.130265579348678e-19  3.04394440723039e-19
2318.8  3.520935539117732e-19  3.4303516306170973e-19
2318.82  3.97246415906409e-19  3.8772553522752116e-19
2318.84  4.527605884165282e-19  4.427490606199392e-19
2318.86  5.257101155070354e-19  5.151564059664137e-19
2318.88  6.231080045127684e-19  6.120079788666825e-19
2318.9  7.479853492892341e-19  7.364020223774478e-19
2318.92  8.900299450265758e-19  8.781237003109063e-19
2318.94  1.0153723132167097e-18  1.0033432380118158e-18
2318.96  1.087613249869105e-18  1.075488656614965e-18
2318.98  1.1184207802922008e-18  1.1059262402359374e-18
2319.0  1.1602976346707673e-18  1.1470277701296097e-18
2319.02  1.2581664889652307e-18  1.2437776893686999e-18
2319.04  1.440387091641919e-18  1.424642294982796e-18
2319.06  1.7346151745493616e-18  1.7173876261181236e-18
2319.08  2.18028302465984e-18  2.161626251300552e-18
2319.1  2.8305263904456393e-18  2.8108962344535835e-18
2319.12  3.727311035027186e-18  3.7080449639585185e-18
2319.14  4.803008712967129e-18  4.786998267660235e-18
2319.16  5.699762601117142e-18  5.6913140974533494e-18
2319.18  5.843898910941565e-18  5.84592461916142e-18
2319.2  5.114238294584712e-18  5.12510840152963e-18
2319.22  4.0247582115098305e-18  4.040178304057893e-18
2319.24  3.038076088977959e-18  3.0546118927039963e-18
2319.26  2.2922190465599007e-18  2.3081242556062066e-18
2319.28  1.7613917815349222e-18  1.7760059479796155e-18
2319.3  1.3870844643101336e-18  1.4002547557820145e-18
2319.32  1.1197020292845106e-18  1.1314743431654114e-18
2319.34  9.237846911443736e-19  9.342704357989312e-19
2319.36  7.7518749360362435e-19  7.845165442215742e-19
2319.38  6.589604800858601e-19  6.672648479800498e-19
2319.4  5.668597321167997e-19  5.7426222385883e-19
2319.42  4.938110673627254e-19  5.004176219062028e-19
2319.44  4.35876501001797e-19  4.417749495114015e-19
2319.46  3.898644794033563e-19  3.951269951842747e-19
2319.48  3.533245060145226e-19  3.5801069707624356e-19
2319.5  3.2447485391412638e-19  3.286343633246773e-19
2319.52  3.0208914419863807e-19  3.0576360149830703e-19
2319.54  2.8539062383414836e-19  2.886151615254457e-19
2319.56  2.7394676661756065e-19  2.767514643368898e-19
2319.58  2.674839835087705e-19  2.698954846654305e-19
2319.6  2.654702157557998e-19  2.6751326074396843e-19
2319.62  2.6656383265012735e-19  2.682611478977348e-19
2319.64  2.691065649687952e-19  2.7047505208157688e-19
