# H2O 3800-3825, p=1013hPa T=250K. nu  sigma_Voigt  sigma_HartmannTran
3810.548  1.2046170889228649e-21  1.2041776191966028e-21
3810.552  1.2027471182198165e-21  1.2023262522084517e-21
3810.556  1.2009287362856518e-21  1.2005253450347695e-21
3810.56  1.199152996284373e-21  1.1987660127584796e-21
3810.564  1.1974111347356087e-21  1.19703955037224e-21
3810.568  1.1956947123087817e-21  1.1953375736101472e-21
3810.572  1.19399577051401e-21  1.1936521757036222e-21
3810.576  1.1923069962692138e-21  1.1919760920464125e-21
3810.58  1.19062188453188e-21  1.190302862931672e-21
3810.584  1.1889348881099834e-21  1.1886269834927036e-21
3810.588  1.1872415436930715e-21  1.1869440298620927e-21
3810.592  1.1855385641994628e-21  1.1852507516635518e-21
3810.596  1.1838238897026799e-21  1.183545123084344e-21
3810.6  1.182096692299525e-21  1.1818263478903309e-21
3810.604  1.1803573339391041e-21  1.1800948174118537e-21
3810.608  1.1786072800173852e-21  1.1783520242953616e-21
3810.612  1.1768489749680577e-21  1.1766004382556073e-21
3810.616  1.1750856887366263e-21  1.1748433527210402e-21
3810.62  1.1733213446499263e-21  1.1730847128774302e-21
3810.624  1.1715603396582446e-21  1.17132893610178e-21
3810.628  1.1698073673253093e-21  1.1695807351523365e-21
3810.632  1.1680672524662733e-21  1.1678449530255537e-21
3810.636  1.1663448042787727e-21  1.1661264163331067e-21
3810.64  1.1646446925097072e-21  1.16443054936875e-21
3810.644  1.162971348914719e-21  1.1627603030056979e-21
3810.648  1.1613288942461705e-21  1.1611205751889748e-21
3810.652  1.159721089375535e-21  1.1595151442642988e-21
3810.656  1.1581513079780936e-21  1.1579474023744764e-21
3810.66  1.1566225274896195e-21  1.1564203469453676e-21
3810.664  1.1551373347084953e-21  1.1549365868923368e-21
3810.668  1.1536979424077336e-21  1.1534983599332104e-21
3810.672  1.1523061224096517e-21  1.1521074664629387e-21
3810.676  1.1509635987892202e-21  1.1507656636832222e-21
3810.68  1.1496715316774035e-21  1.1494741504478073e-21
3810.684  1.14843091202559e-21  1.1482339632193572e-21
3810.688  1.147242498569048e-21  1.1470459143555948e-21
3810.692  1.1461068423695057e-21  1.1459094227737739e-21
3810.696  1.1450243066860133e-21  1.1448273701815992e-21
3810.7  1.1439950813031372e-21  1.1437987822195982e-21
3810.704  1.1430191906407763e-21  1.1428237853660383e-21
3810.708  1.1420964951174767e-21  1.141902358487505e-21
3810.712  1.1412266853547963e-21  1.1410343286812465e-21
3810.716  1.1404092689190397e-21  1.1402193593942495e-21
3810.72  1.139643549404075e-21  1.1394569304226521e-21
3810.724  1.138928597800237e-21  1.138746309475784e-21
3810.728  1.1382632162831722e-21  1.138086515113281e-21
3810.732  1.1376458948179994e-21  1.1374762710434302e-21
3810.736  1.1370747613363928e-21  1.1369139520837034e-21
3810.74  1.136547526717716e-21  1.1363975225054768e-21
3810.744  1.136061426413365e-21  1.1359244680771933e-21
3810.748  1.1356131612922563e-21  1.1354917239373908e-21
3810.752  1.135198841139463e-21  1.1350956014094239e-21
3810.756  1.13481393517163e-21  1.1347317180873145e-21
3810.76  1.1344532348596818e-21  1.1343949368798918e-21
3810.764  1.1341108351639924e-21  1.1340793211039637e-21
3810.768  1.1337801408284035e-21  1.1337781140000268e-21
3810.772  1.1334539044635266e-21  1.1334837519787411e-21
3810.776  1.1331243025671309e-21  1.133187921111929e-21
3810.78  1.1327830541989718e-21  1.1328816655718632e-21
3810.784  1.1324215846227816e-21  1.1325555544741893e-21
3810.788  1.1320312328444324e-21  1.1321999096771858e-21
3810.792  1.1316034977786335e-21  1.1318050915398887e-21
3810.796  1.1311303131253007e-21  1.1313618327175146e-21
3810.8  1.1306043364946066e-21  1.1308616025826313e-21
3810.804  1.1300192345780627e-21  1.1302969779076042e-21
3810.808  1.1293699439427358e-21  1.1296619904460238e-21
3810.812  1.1286528869277343e-21  1.1289524203381675e-21
3810.816  1.1278661244569537e-21  1.128166006740512e-21
3810.82  1.127009432279679e-21  1.1273025539269708e-21
3810.824  1.1260842937000376e-21  1.1263639214802678e-21
3810.828  1.1250938093873378e-21  1.125353920671903e-21
3810.832  1.1240425323118455e-21  1.1242780045277135e-21
3810.836  1.1229362421615125e-21  1.123143086307085e-21
3810.84  1.1217816779551489e-21  1.121957103335071e-21
3810.844  1.1205862495266492e-21  1.1207286641918218e-21
3810.848  1.1193577481002976e-21  1.1194666861876046e-21
3810.852  1.1181040736880827e-21  1.1181800667100127e-21
3810.856  1.1168329931268705e-21  1.116877404706676e-21
3810.86  1.1155519379793435e-21  1.1155667811456767e-21
3810.864  1.1142678469121215e-21  1.1142556005237987e-21
3810.868  1.1129870530849345e-21  1.1129504901981798e-21
3810.872  1.111715213848783e-21  1.1116572506836183e-21
3810.876  1.110457277811613e-21  1.1103808480677284e-21
3810.88  1.1092174830499918e-21  1.1091254170406008e-21
3810.884  1.1079993797879202e-21  1.1078943965084638e-21
3810.888  1.1068058710488717e-21  1.1066904644583005e-21
3810.892  1.1056392653926889e-21  1.1055156957035694e-21
3810.896  1.1045013367086051e-21  1.1043716167422604e-21
3810.9  1.103393386988765e-21  1.1032592809723358e-21
3810.904  1.1023163089451975e-21  1.1021793404154915e-21
3810.908  1.1012706461962319e-21  1.1011321121542504e-21
3810.912  1.1002566494815557e-21  1.1001176384540385e-21
3810.916  1.0992743279705293e-21  1.099135740141154e-21
3810.92  1.0983234951985142e-21  1.0981860632269552e-21
3810.924  1.097403809513899e-21  1.0972681190485578e-21
3810.928  1.096514809169699e-21  1.0963813183789925e-21
3810.932  1.0956559423530414e-21  1.0955250000504193e-21
3810.936  1.094826592545689e-21  1.0946984546751826e-21
3810.94  1.0940260996564685e-21  1.0939009440406924e-21
3810.944  1.0932537773764547e-21  1.0931317167393597e-21
3810.948  1.0925089271980424e-21  1.0923900205231628e-21
3810.952  1.0917908495061152e-21  1.091675111849234e-21
3810.956  1.0910988521129228e-21  1.0909862629980129e-21
3810.96  1.0904322565617048e-21  1.090322767106492e-21
3810.964  1.089790402481233e-21  1.0896839413950654e-21
3810.968  1.0891726502257887e-21  1.0890691288198223e-21
3810.972  1.0885783819944445e-21  1.0884776983314816e-21
3810.976  1.0880070015849407e-21  1.0879090438853994e-21
3810.98  1.087457932902443e-21  1.0873625823182547e-21
3810.984  1.0869306173177702e-21  1.0868377501602824e-21
3810.988  1.086424509945766e-21  1.0863339994536377e-21
3810.992  1.0859390749018615e-21  1.0858507926190448e-21
3810.996  1.0854737795896816e-21  1.0853875964137729e-21
3811.0  1.0850280880765197e-21  1.0849438750268268e-21
3811.004  1.0846014536325718e-21  1.0845190823872548e-21
3811.008  1.0841933105386681e-21  1.0841126537692755e-21
3811.012  1.0838030653145452e-21  1.0837239968557092e-21
3811.016  1.0834300875823826e-21  1.083352482454946e-21
3811.02  1.0830737008589841e-21  1.0829974351682676e-21
3811.024  1.0827331736667302e-21  1.0826581243937008e-21
3811.028  1.0824077114588256e-21  1.08233375615153e-21
3811.032  1.0820964499678645e-21  1.0820234663457048e-21
3811.036  1.0817984506936727e-21  1.0817263161642579e-21
3811.04  1.0815126993332773e-21  1.0814412904321582e-21
3811.044  1.0812381080058407e-21  1.0811672997510776e-21
3811.048  1.0809735221128928e-21  1.0809031872785738e-21
3811.052  1.080717732581278e-21  1.0806477408818537e-21
3811.056  1.080469494041177e-21  1.0803997112211947e-21
3811.06  1.0802275491835541e-21  1.080157836005382e-21
3811.064  1.0799906591248286e-21  1.0799208702394657e-21
3811.068  1.0797576390990312e-21  1.0796876217912022e-21
3811.072  1.0795273982447092e-21  1.0794569910316631e-21
3811.076  1.0792989817146383e-21  1.0792280127876767e-21
3811.08  1.0790716128904553e-21  1.0789998983709601e-21
3811.084  1.078844733207814e-21  1.0787721371332311e-21
3811.088  1.0786180370610684e-21  1.0785442850360968e-21
3811.092  1.0783914994978929e-21  1.0783163588639012e-21
3811.096  1.078165394932786e-21  1.0780886116974164e-21
3811.1  1.0779403058602349e-21  1.0778616016782026e-21
3811.104  1.0777171214430687e-21  1.0776361902645005e-21
3811.108  1.0774970267787062e-21  1.0774135720970047e-21
3811.112  1.0772814844837762e-21  1.0771950915952075e-21
3811.116  1.077072210881778e-21  1.0769824669732126e-21
3811.12  1.07687114946069e-21  1.0767775971673395e-21
3811.124  1.0766804443570384e-21  1.0765825768461785e-21
3811.128  1.0765024164374496e-21  1.0763996724351416e-21
3811.132  1.0763395441323022e-21  1.0762312448080275e-21
3811.136  1.0761944505907127e-21  1.0760799689497988e-21
3811.14  1.0760698980325495e-21  1.0759484838510625e-21
3811.144  1.0759687894103997e-21  1.0758396254098475e-21
3811.148  1.0758941766753986e-21  1.0757563813567386e-21
3811.152  1.0758492740366523e-21  1.0757019101338234e-21
3811.156  1.0758374653638074e-21  1.0756795568544404e-21
3811.16  1.0758623508440167e-21  1.0756928297269112e-21
3811.164  1.0759277044358244e-21  1.0757457117604336e-21
3811.168  1.076037497802841e-21  1.075842202293107e-21
3811.172  1.0761958570176838e-21  1.0759866549857496e-21
3811.176  1.0764069865074359e-21  1.0761836674058886e-21
3811.18  1.0766750332245392e-21  1.076438016419917e-21
3811.184  1.0770038680921677e-21  1.076754533356104e-21
3811.188  1.077396758930174e-21  1.0771378951590556e-21
3811.192  1.0778559093949724e-21  1.0775923031009063e-21
3811.196  1.0783818443652069e-21  1.0781210159032651e-21
3811.2  1.0789726359669022e-21  1.0787256979035185e-21
3811.204  1.0796229873583461e-21  1.079405532663804e-21
3811.208  1.0803232236537398e-21  1.0801560364555886e-21
3811.212  1.0810582801492168e-21  1.0809674908352347e-21
3811.216  1.0818068479534949e-21  1.0818229481256682e-21
3811.22  1.0825408833658352e-21  1.082695861947191e-21
3811.224  1.0832258509422645e-21  1.0835478080410555e-21
3811.228  1.0838220975301123e-21  1.0843273382831083e-21
3811.232  1.0842877432422111e-21  1.0849717757856296e-21
3811.236  1.0845831687433988e-21  1.085413927043006e-21
3811.24  1.0846765910011425e-21  1.0855942688291399e-21
3811.244  1.0845495200305976e-21  1.0854757691313928e-21
3811.248  1.0842005094485025e-21  1.0850550802753493e-21
3811.252  1.0836458769982859e-21  1.0843640702082032e-21
3811.256  1.0829170316718984e-21  1.0834607758678058e-21
3811.26  1.0820552167230823e-21  1.082414728570611e-21
3811.264  1.0811052666090111e-21  1.0812932826626977e-21
3811.268  1.0801100007400153e-21  1.0801529030922954e-21
3811.272  1.079106312324094e-21  1.079035818923961e-21
3811.276  1.0781232342545454e-21  1.0779704572917578e-21
3811.28  1.0771816723169057e-21  1.0769737751993039e-21
3811.284  1.0762952314926404e-21  1.0760541186252835e-21
3811.288  1.0754715694905482e-21  1.0752138605854397e-21
3811.292  1.0747138592944503e-21  1.0744515229530818e-21
3811.296  1.0740221157346413e-21  1.0737633428004557e-21
3811.3  1.0733942797800492e-21  1.0731443584241528e-21
3811.304  1.0728270426885028e-21  1.0725891235718335e-21
3811.308  1.0723164377949217e-21  1.0720921531656916e-21
3811.312  1.0718582447466574e-21  1.0716481845104326e-21
3811.316  1.0714482520770438e-21  1.071252316706627e-21
3811.32  1.071082417867657e-21  1.0709000725936246e-21
3811.324  1.0707569599386357e-21  1.0705874133569574e-21
3811.328  1.0704683990265687e-21  1.0703107256631281e-21
3811.332  1.0702135717468796e-21  1.0700667940458878e-21
3811.336  1.069989624983812e-21  1.0698527664908463e-21
3811.34  1.0697939995605169e-21  1.069666117998311e-21
3811.344  1.0696244083468557e-21  1.0695046148897378e-21
3811.348  1.069478812097039e-21  1.0693662813421603e-21
3811.352  1.0693553950468275e-21  1.0692493688448342e-21
3811.356  1.069252541460868e-21  1.069152328810344e-21
3811.36  1.069168813775659e-21  1.0690737882867126e-21
3811.364  1.0691029326363301e-21  1.0690125285988875e-21
3811.368  1.069053758911302e-21  1.0689674666439686e-21
3811.372  1.0690202776412925e-21  1.0689376385744228e-21
3811.376  1.0690015838083913e-21  1.0689221855833026e-21
3811.38  1.0689968697758464e-21  1.0689203415364581e-21
3811.384  1.0690054142362811e-21  1.068931422212303e-21
3811.388  1.0690265725066075e-21  1.0689548159333147e-21
3811.392  1.0690597680157916e-21  1.0689899754174919e-21
3811.396  1.0691044848436413e-21  1.069036410666533e-21
3811.4  1.0691602611822341e-21  1.0690936827663842e-21
3811.404  1.0692266836055862e-21  1.069161398474308e-21
3811.408  1.0693033820462306e-21  1.0692392054853283e-21
3811.412  1.0693900253899176e-21  1.069326788288164e-21
3811.416  1.069486317610817e-21  1.0694238645371088e-21
3811.42  1.069591994379486e-21  1.0695301818701336e-21
3811.424  1.0697068200850497e-21  1.0696455151174504e-21
3811.428  1.0698305852204474e-21  1.069769663853275e-21
3811.432  1.0699631040866907e-21  1.0699024502431991e-21
3811.436  1.0701042127779128e-21  1.070043717157858e-21
3811.44  1.0702537674140134e-21  1.0701933265166611e-21
3811.444  1.070411642592508e-21  1.0703511578368932e-21
3811.448  1.0705777300345484e-21  1.07051710696586e-21
3811.452  1.07075193740392e-21  1.0706910849727212e-21
3811.456  1.0709341872803704e-21  1.0708730171859206e-21
3811.46  1.0711244162716302e-21  1.071062842362149e-21
3811.464  1.0713225742499487e-21  1.0712605119679375e-21
3811.468  1.071528623701647e-21  1.071465989574563e-21
3811.472  1.071742539179504e-21  1.0716792503403964e-21
3811.476  1.0719643068491164e-21  1.0719002805939593e-21
3811.48  1.072193924122328e-21  1.0721290774860767e-21
3811.484  1.0724313993710306e-21  1.072365712880592e-21
3811.488  1.072676751716552e-21  1.0726100807801231e-21
3811.492  1.0729300108902991e-21  1.0728622697748272e-21
3811.496  1.0731912171621404e-21  1.073122318405305e-21
3811.5  1.0734604213343068e-21  1.0733902754041826e-21
3811.504  1.0737376847983855e-21  1.073666199760634e-21
3811.508  1.074023079654552e-21  1.073950160848042e-21
3811.512  1.0743166888922598e-21  1.0742422386078793e-21
3811.516  1.074618606632237e-21  1.074542523798574e-21
3811.52  1.0749289384307541e-21  1.0748511183035148e-21
3811.524  1.075247801646661e-21  1.0751681355014705e-21
3811.528  1.0755753258732667e-21  1.0754937007038636e-21
3811.532  1.0759116534372426e-21  1.0758279516577538e-21
3811.536  1.0762569399669812e-21  1.0761709788964481e-21
3811.54  1.0766113550345288e-21  1.0765230637087783e-21
3811.544  1.0769750828742385e-21  1.0768843280139837e-21
3811.548  1.0773483231834184e-21  1.0772549658058983e-21
3811.552  1.0777312920101766e-21  1.0776351871841642e-21
3811.556  1.0781052300341236e-21  1.0780062266615123e-21
3811.56  1.0785083782467463e-21  1.0784063188532666e-21
3811.564  1.0789220115452726e-21  1.0788167321292566e-21
3811.568  1.0793464222358184e-21  1.0792377521444227e-21
3811.572  1.0797819249682038e-21  1.0796696868254954e-21
3811.576  1.0802288583088848e-21  1.0801128680066916e-21
3811.58  1.0806875864648942e-21  1.0805676532286399e-21
3811.584  1.0811585011740407e-21  1.0810344277163113e-21
3811.588  1.0816420237776808e-21  1.0815136065585352e-21
3811.592  1.0821386074945555e-21  1.0820056371057176e-21
3811.596  1.082648739918051e-21  1.0825110016147797e-21
3811.6  1.0831729457603813e-21  1.0830302201630789e-21
3811.604  1.0837117898730249e-21  1.0835638538643756e-21
3811.608  1.0842658805760198e-21  1.0841125084269137e-21
3811.612  1.0848358733342079e-21  1.0846768584128627e-21
3811.616  1.0854224748263284e-21  1.0852575694078045e-21
3811.62  1.0860264474586806e-21  1.085855427498689e-21
3811.624  1.086648614387045e-21  1.086471260621407e-21
3811.628  1.0872898651212364e-21  1.0871059658045769e-21
3811.632  1.0879511618014796e-21  1.0877605158589761e-21
3811.636  1.0886335462551184e-21  1.0884359668652076e-21
3811.64  1.089338147962088e-21  1.0891334665793359e-21
3811.644  1.090066193087296e-21  1.0898542638904897e-21
3811.648  1.0908190147701857e-21  1.0905997195022961e-21
3811.652  1.0915980649023999e-21  1.091371318032184e-21
3811.656  1.092404927675617e-21  1.0921706817680558e-21
3811.66  1.0932413352378715e-21  1.0929995660155038e-21
3811.664  1.0941091858697707e-21  1.093859959394485e-21
3811.668  1.0950105651708231e-21  1.0947539796523577e-21
3811.672  1.0959477708401146e-21  1.095683981776103e-21
3811.676  1.0969233417307796e-21  1.0966525643665655e-21
3811.68  1.0979400919595142e-21  1.0976626018386277e-21
3811.684  1.0990011509354722e-21  1.0987172819720816e-21
3811.688  1.1001100102193408e-21  1.0998201497857963e-21
3811.692  1.1012705780935568e-21  1.10097515884682e-21
3811.696  1.1024872425407712e-21  1.1021867311844358e-21
3811.7  1.1037649428971065e-21  1.103459827007995e-21
3811.704  1.105109249583678e-21  1.1048000252311767e-21
3811.708  1.106526449771127e-21  1.106213615287059e-21
3811.712  1.1080236342030491e-21  1.1077076996298494e-21
3811.716  1.1096087761001757e-21  1.1092903041898387e-21
3811.72  1.1112907487679166e-21  1.1109704527716296e-21
3811.724  1.1130794806357058e-21  1.1127584174132029e-21
3811.728  1.1149856432645438e-21  1.1146655581686218e-21
3811.732  1.117020558435354e-21  1.1167044609245487e-21
3811.736  1.1191956673305506e-21  1.1188887409602472e-21
3811.74  1.121521654519411e-21  1.1212326246550824e-21
3811.744  1.124007015224075e-21  1.1237500955710474e-21
3811.748  1.1266558591482795e-21  1.1264533403053335e-21
3811.752  1.1294647478055166e-21  1.1293501191165694e-21
3811.756  1.1324184514998298e-21  1.1324395769439687e-21
3811.76  1.1354847587224476e-21  1.1357059730963903e-21
3811.764  1.1386089490255727e-21  1.1391100064991819e-21
3811.768  1.141709265559538e-21  1.1425781523475015e-21
3811.772  1.1446755394189582e-21  1.1459921161841653e-21
3811.776  1.1473735852445065e-21  1.1491833403810911e-21
3811.78  1.1496512593491344e-21  1.1519343653918752e-21
3811.784  1.1513830551316427e-21  1.154031986433227e-21
3811.788  1.1524572366847324e-21  1.1552800443254632e-21
3811.792  1.15282204149542e-21  1.155579676169635e-21
3811.796  1.1524910847090214e-21  1.154956898135361e-21
3811.8  1.1515405345039263e-21  1.153554116965872e-21
3811.804  1.1500929361031125e-21  1.1515846838816571e-21
3811.808  1.1482937507979265e-21  1.1492764612753158e-21
3811.812  1.146288089353578e-21  1.146829062123147e-21
3811.816  1.1442034101048094e-21  1.144393810171437e-21
3811.82  1.1421403510224884e-21  1.1420721429600226e-21
3811.824  1.1401707981346337e-21  1.1399238276914651e-21
3811.828  1.1383407449344625e-21  1.1379780169829575e-21
3811.832  1.1366754312269703e-21  1.136243388734339e-21
3811.836  1.1351848893655831e-21  1.134716009722896e-21
3811.84  1.1338688595222006e-21  1.1333848682319582e-21
3811.844  1.1327206686784537e-21  1.1322355086130185e-21
3811.848  1.1317300537155664e-21  1.1312522868273147e-21
3811.852  1.130885087708027e-21  1.1304196909215858e-21
3811.856  1.13017290069592e-21  1.1297225393864467e-21
3811.86  1.129582500135174e-21  1.129148396153914e-21
3811.864  1.1291020748721623e-21  1.1286845794376642e-21
3811.868  1.1287212656110303e-21  1.1283202266525407e-21
3811.872  1.1284307095096589e-21  1.1280457005762524e-21
3811.876  1.128222024170474e-21  1.1278524826872223e-21
3811.88  1.1280877486254591e-21  1.1277330563006064e-21
3811.884  1.1280212638897259e-21  1.1276807911725768e-21
3811.888  1.1280167067446411e-21  1.1276898356044307e-21
3811.892  1.1280688846265923e-21  1.127755018734556e-21
3811.896  1.1281731958404297e-21  1.1278717638079916e-21
3811.9  1.1283255570665442e-21  1.1280360121435487e-21
3811.904  1.1285223387928229e-21  1.1282441570205586e-21
3811.908  1.1287603085432956e-21  1.1284929864584339e-21
3811.912  1.1290365813766419e-21  1.1287796338284153e-21
3811.916  1.129348576946703e-21  1.1291015352782177e-21
3811.92  1.129693982364191e-21  1.1294563930176708e-21
3811.924  1.1300707201181952e-21  1.1298421436461094e-21
3811.928  1.130476920370486e-21  1.1302569307859057e-21
3811.932  1.130910897008187e-21  1.130699081394604e-21
3811.936  1.1313711269152403e-21  1.131167085218543e-21
3811.94  1.131856231995564e-21  1.131659576936834e-21
3811.944  1.132364963548506e-21  1.1321753205978624e-21
3811.948  1.1328961886545587e-21  1.1327131960296271e-21
3811.952  1.133448878282798e-21  1.1332721869403062e-21
3811.956  1.1340220968742368e-21  1.1338513704723516e-21
3811.96  1.1346149931946894e-21  1.1344499080164568e-21
3811.964  1.1352267922804229e-21  1.135067037111477e-21
3811.968  1.1358567883288653e-21  1.1357020642853839e-21
3811.972  1.1365043384080785e-21  1.1363543587180922e-21
3811.976  1.1371688568774767e-21  1.1370233466165478e-21
3811.98  1.1378498104297153e-21  1.1377085062184464e-21
3811.984  1.1385467136744828e-21  1.138409363339613e-21
3811.988  1.1392591251986155e-21  1.1391254874040644e-21
3811.992  1.1399866440451031e-21  1.1398564879042454e-21
3811.996  1.140728906561328e-21  1.1406020112253055e-21
3812.0  1.141485583575364e-21  1.1413617378110172e-21
3812.004  1.1422563778619753e-21  1.1421353796202322e-21
3812.008  1.1430410218676887e-21  1.1429226778461803e-21
3812.012  1.1438392756668805e-21  1.1437234008729903e-21
3812.016  1.1446509251241987e-21  1.144537342436551e-21
3812.02  1.1454757802436569e-21  1.1453643199786346e-21
3812.024  1.1463136736840441e-21  1.1462041731703641e-21
3812.028  1.1471644594258398e-21  1.147056762581225e-21
3812.032  1.14802801157491e-21  1.147921968497531e-21
3812.036  1.148904223289957e-21  1.1487996898530883e-21
3812.04  1.1497930058241223e-21  1.1496898432867246e-21
3812.044  1.1506942876690253e-21  1.1505923622928896e-21
3812.048  1.1516080137941092e-21  1.151507252142981e-21
3812.052  1.1525341449731665e-21  1.1524343634777886e-21
3812.056  1.153472657190812e-21  1.1533737351333201e-21
3812.06  1.154423541124528e-21  1.1543253613579222e-21
3812.064  1.1553868016949485e-21  1.1552892503148135e-21
3812.068  1.1563624576814335e-21  1.1562654237072209e-21
3812.072  1.1573505413975779e-21  1.1572539164613675e-21
3812.076  1.158351098424868e-21  1.158254776471631e-21
3812.08  1.1593641873991176e-21  1.1592680643910282e-21
3812.084  1.1603898798486721e-21  1.1602938534778952e-21
3812.088  1.1614282600814345e-21  1.161332229489168e-21
3812.092  1.1624794251181041e-21  1.1623832906182322e-21
3812.096  1.1635434846716763e-21  1.1634470848313663e-21
3812.1  1.1646205611693702e-21  1.1645238642913278e-21
3812.104  1.1657107898175204e-21  1.1656136978478435e-21
3812.108  1.1668143187078797e-21  1.1667167337223425e-21
3812.112  1.1679313089638314e-21  1.167833132905054e-21
3812.116  1.1690619349278263e-21  1.1689630693416688e-21
3812.12  1.170206384386995e-21  1.170106730161846e-21
3812.124  1.1713648588384722e-21  1.1712643159401086e-21
3812.128  1.1725375737935949e-21  1.1724360409987677e-21
3812.132  1.1737247591200735e-21  1.1736221337480777e-21
3812.136  1.174926659424094e-21  1.1748228370649767e-21
3812.14  1.1761435344695402e-21  1.1760384087043582e-21
3812.144  1.177375659636307e-21  1.1772691217542458e-21
3812.148  1.1786233264168709e-21  1.1785162060679292e-21
3812.152  1.179886842950266e-21  1.1797781240138628e-21
3812.156  1.1811665345952147e-21  1.1810561015070086e-21
3812.16  1.1824627445391255e-21  1.182350478313315e-21
3812.164  1.1837758344444886e-21  1.183661612345817e-21
3812.168  1.1851061851299198e-21  1.1849898803379552e-21
3812.172  1.1864541972868127e-21  1.1863356785416961e-21
3812.176  1.1878202922268149e-21  1.1876995357559914e-21
3812.18  1.1892049126599235e-21  1.1890816689696437e-21
3812.184  1.1906085234994526e-21  1.1904826459174248e-21
3812.188  1.1920316126892225e-21  1.1919029485407014e-21
3812.192  1.1934746920507642e-21  1.1933430822215043e-21
3812.196  1.1949382981415818e-21  1.1948029938863322e-21
3812.2  1.1964229931201698e-21  1.1962843880634604e-21
3812.204  1.1979293656089623e-21  1.1977872783697877e-21
3812.208  1.1994580315450737e-21  1.1993122723662819e-21
3812.212  1.2010096350107526e-21  1.2008600051996717e-21
3812.216  1.202584849028144e-21  1.202431140374762e-21
3812.22  1.204184376307666e-21  1.2040263704662678e-21
3812.224  1.2058089499348347e-21  1.205646417778492e-21
3812.228  1.207459333979535e-21  1.207291949835938e-21
3812.232  1.2091363240153236e-21  1.2089639177056352e-21
3812.236  1.2108407475304469e-21  1.2106630532875937e-21
3812.24  1.2125734642205247e-21  1.212390202557001e-21
3812.244  1.214335366152511e-21  1.2141462430315134e-21
3812.248  1.2161273777946825e-21  1.2159320837638816e-21
3812.252  1.2179504559193454e-21  1.217748665204239e-21
3812.256  1.2198055893889233e-21  1.2195969589447484e-21
3812.26  1.2216937988580705e-21  1.2214779673861957e-21
3812.264  1.2236161364376967e-21  1.223392723361603e-21
3812.268  1.225573685396545e-21  1.2253422898003535e-21
3812.272  1.2275675599967775e-21  1.2273277595350779e-21
3812.276  1.2295989056006987e-21  1.229350255375661e-21
3812.28  1.2316688992185178e-21  1.2314109306334118e-21
3812.284  1.2337787507058454e-21  1.2335109703041809e-21
3812.288  1.2359297048627419e-21  1.2356515931606802e-21
3812.292  1.238123044711981e-21  1.237834055034451e-21
3812.296  1.2403600962667354e-21  1.2400596536039007e-21
3812.3  1.2426422351023087e-21  1.2423297350076534e-21
3812.304  1.2449704600547506e-21  1.2446452676030425e-21
3812.308  1.2473471442666848e-21  1.2470085931015011e-21
3812.312  1.249773438650294e-21  1.2494208301607474e-21
3812.316  1.2522510282747797e-21  1.2518836309339803e-21
3812.32  1.2547817160513682e-21  1.2543987649768413e-21
3812.324  1.2573674437542282e-21  1.2569681405430714e-21
3812.328  1.2600103148498011e-21  1.2595938277683712e-21
3812.332  1.2627126184584614e-21  1.2622780830660858e-21
3812.336  1.265476853598353e-21  1.26502337391655e-21
3812.34  1.2683057527147829e-21  1.2678324030577493e-21
3812.344  1.2712023034226295e-21  1.270708131039102e-21
3812.348  1.2741697674007911e-21  1.2736537960958825e-21
3812.352  1.277211695458066e-21  1.2766729303987766e-21
3812.356  1.2803319379730306e-21  1.2797693719118688e-21
3812.36  1.2835346501336306e-21  1.2829472713234941e-21
3812.364  1.2868242916752567e-21  1.2862110938010038e-21
3812.368  1.2902056210612276e-21  1.2895656155546763e-21
3812.372  1.2936836842779302e-21  1.2930159154433713e-21
3812.376  1.2972637985519078e-21  1.296567361990721e-21
3812.38  1.3009515313419621e-21  1.3002255962351288e-21
3812.384  1.3047526749085197e-21  1.3039965107785307e-21
3812.388  1.3086732165869234e-21  1.3078862252510984e-21
3812.392  1.3127193046555097e-21  1.3119010581382722e-21
3812.396  1.3168972093636036e-21  1.3160474946250216e-21
3812.4  1.321213278322535e-21  1.3203321497117901e-21
3812.404  1.3256738850911405e-21  1.3247617254830213e-21
3812.408  1.330285369390619e-21  1.3293429609817469e-21
3812.412  1.3350539670395514e-21  1.3340825727606705e-21
3812.416  1.3399857273632921e-21  1.3389871837735382e-21
3812.42  1.3450864155508108e-21  1.344063237925754e-21
3812.424  1.350361397222786e-21  1.3493168972586003e-21
3812.428  1.3558155023113748e-21  1.3547539184517812e-21
3812.432  1.361452865327774e-21  1.3603795050914385e-21
3812.436  1.3672767391696485e-21  1.3661981881255904e-21
3812.44  1.373289279879765e-21  1.3722133927785208e-21
3812.444  1.3794913002670837e-21  1.3784275367491606e-21
3812.448  1.3858819910566644e-21  1.3848415206965562e-21
3812.452  1.3924586094042402e-21  1.391454463930652e-21
3812.456  1.3992161361873437e-21  1.3982633404898e-21
3812.46  1.4061469056307475e-21  1.4052625736325856e-21
3812.464  1.4132402135227479e-21  1.412443591751602e-21
3812.468  1.4204819136718661e-21  1.4197943521325588e-21
3812.472  1.42785401623878e-21  1.4272988433273146e-21
3812.476  1.4353343061258098e-21  1.4349365823633135e-21
3812.48  1.4428960045277139e-21  1.4426821295123944e-21
3812.484  1.4505075016495612e-21  1.450504591183858e-21
3812.488  1.4581321930936573e-21  1.4583675070228655e-21
3812.492  1.465728455742362e-21  1.4662282672225502e-21
